image_url,question,response1,response2,judgement,Chosen,Rejected
http://images.cocodataset.org/train2017/000000068662.jpg,Question: What are some benefits and challenges of kayaking in a group compared to kayaking individually? Answer:,"The advantage of kayaking as a group is the social benefits, such as having a safe place to do it together, and the sharing of group knowledge.  ?",It depends on the group,2,It depends on the group,"The advantage of kayaking as a group is the social benefits, such as having a safe place to do it together, and the sharing of group knowledge.  ?"
http://images.cocodataset.org/train2017/000000117377.jpg,Question: Can you explain the significance of playing basketball with a toy hoop for the child's development? Answer:,"this is part of the game, and they like the hoop to bounce off the ball and hit the hoop. And they like the feeling of the hoop as they get knocked upside down, they like that very much, they like the feeling, and you","Yes, as the child is learning to jump.",2,"Yes, as the child is learning to jump.","this is part of the game, and they like the hoop to bounce off the ball and hit the hoop. And they like the feeling of the hoop as they get knocked upside down, they like that very much, they like the feeling, and you"
http://images.cocodataset.org/train2017/000000103435.jpg,Question: What preparations might someone make in this kitchen for a healthy meal? Answer:,I would guess a lot of vegetables.,"Vegetables, including carrots, celery, peppers and squash.",1,I would guess a lot of vegetables.,"Vegetables, including carrots, celery, peppers and squash."
http://images.cocodataset.org/train2017/000000231542.jpg,Question: What makes these kites particularly captivating? Answer:,Sea life,"To our untrained eyes, kites are beautiful little flying toys. But to a trained eye, kites are highly complex and highly technical devices. The kites we see here are just a few of the many different kinds of kites that can",2,"To our untrained eyes, kites are beautiful little flying toys. But to a trained eye, kites are highly complex and highly technical devices. The kites we see here are just a few of the many different kinds of kites that can",Sea life
http://images.cocodataset.org/train2017/000000579543.jpg,Question: What might be the reason for the multitude of seagulls flocking around the boat? Answer:,food,It is believed that the fishing boat is a popular place for the birds to gather,2,It is believed that the fishing boat is a popular place for the birds to gather,food
http://images.cocodataset.org/train2017/000000088987.jpg,Question: What stage of life is the smaller cow likely in and what might it learn from the bigger cow? Answer:,3 years of age on the smaller cow,"A yearling cow has had one calf, and is likely learning from that calf.",1,3 years of age on the smaller cow,"A yearling cow has had one calf, and is likely learning from that calf."
http://images.cocodataset.org/train2017/000000134825.jpg,Question: What kind of atmosphere does the image convey with the woman holding a purple umbrella during the fall season? Answer:,I didn't write an answer and the person in the picture didn't respond either,"In this image, the woman holding the umbrella is taking a walk in the rain, while holding a purple umbrella. She is also wearing a pink glove; she is wearing a pair of gray pants, and she is wearing a pair of gray sneakers.",2,"In this image, the woman holding the umbrella is taking a walk in the rain, while holding a purple umbrella. She is also wearing a pink glove; she is wearing a pair of gray pants, and she is wearing a pair of gray sneakers.",I didn't write an answer and the person in the picture didn't respond either
http://images.cocodataset.org/train2017/000000130318.jpg,Question: Write a detailed description of the given image. Answer:,An artwork on a wall,"The television is a flat screen, with a picture of a man on screen",1,An artwork on a wall,"The television is a flat screen, with a picture of a man on screen"
http://images.cocodataset.org/train2017/000000491804.jpg,Question: How could the layout of the parking lot impact the bus's maneuverability? Answer:,If the bus doesn't have any room for maneuverability it can get stuck,There is no layout,2,There is no layout,If the bus doesn't have any room for maneuverability it can get stuck
http://images.cocodataset.org/train2017/000000242187.jpg,Question: What is this photo about'? Answer:,"It might be about food preparation, it might be about gardening, it might be about another subject. We don't know yet. Ask MetaFilter.com! Read what others think.",Vegetables,1,"It might be about food preparation, it might be about gardening, it might be about another subject. We don't know yet. Ask MetaFilter.com! Read what others think.",Vegetables
http://images.cocodataset.org/train2017/000000515376.jpg,Question: What do you think is going on in this snapshot? Answer:,Traffic jam,A truck is reversing towards a stopped vehicle on the street,2,A truck is reversing towards a stopped vehicle on the street,Traffic jam
